Question,Marks,Difficulty,Subject,Topic
List the applications of Underfitting,2,Easy,ML,Underfitting
Explain Underfitting in detail,10,Hard,ML,Underfitting
State the features of Regression,2,Easy,ML,Regression
Explain challenges in Regression,10,Hard,ML,Regression
Define Decision Trees,2,Easy,ML,Decision Trees
Discuss the architecture of Decision Trees,10,Hard,ML,Decision Trees
State the features of Unsupervised Learning,2,Easy,ML,Unsupervised Learning
Discuss the architecture of Unsupervised Learning,10,Hard,ML,Unsupervised Learning
Name the advantages of Unsupervised Learning,2,Easy,ML,Unsupervised Learning
Describe the working of Unsupervised Learning,10,Hard,ML,Unsupervised Learning
List the applications of Ensemble Learning,2,Easy,ML,Ensemble Learning
Explain Ensemble Learning in detail,10,Hard,ML,Ensemble Learning
Name the advantages of Underfitting,2,Easy,ML,Underfitting
Justify the need for Underfitting,10,Hard,ML,Underfitting
Name the advantages of Naive Bayes,2,Easy,ML,Naive Bayes
Describe the working of Naive Bayes,10,Hard,ML,Naive Bayes
List the applications of Deep Learning,2,Easy,ML,Deep Learning
Discuss advantages and limitations of Deep Learning,10,Hard,ML,Deep Learning
State the features of Random Forest,2,Easy,ML,Random Forest
Explain Random Forest in detail,10,Hard,ML,Random Forest
Define Neural Networks,2,Easy,ML,Neural Networks
Justify the need for Neural Networks,10,Hard,ML,Neural Networks
List the applications of KNN,2,Easy,ML,KNN
Evaluate the performance of KNN,10,Hard,ML,KNN
What is Decision Trees,2,Easy,ML,Decision Trees
Discuss the architecture of Decision Trees,10,Hard,ML,Decision Trees
Name the advantages of Cross Validation,2,Easy,ML,Cross Validation
Evaluate the performance of Cross Validation,10,Hard,ML,Cross Validation
Name the advantages of Classification,2,Easy,ML,Classification
Analyze the importance of Classification,10,Hard,ML,Classification
Name the advantages of Supervised Learning,2,Easy,ML,Supervised Learning
Discuss the architecture of Supervised Learning,10,Hard,ML,Supervised Learning
Name the advantages of Supervised Learning,2,Easy,ML,Supervised Learning
Analyze the importance of Supervised Learning,10,Hard,ML,Supervised Learning
Name the advantages of Naive Bayes,2,Easy,ML,Naive Bayes
Explain Naive Bayes in detail,10,Hard,ML,Naive Bayes
What is Random Forest,2,Easy,ML,Random Forest
Discuss advantages and limitations of Random Forest,10,Hard,ML,Random Forest
What is Reinforcement Learning,2,Easy,ML,Reinforcement Learning
Evaluate the performance of Reinforcement Learning,10,Hard,ML,Reinforcement Learning
What is Classification,2,Easy,ML,Classification
Discuss advantages and limitations of Classification,10,Hard,ML,Classification
Define Clustering,2,Easy,ML,Clustering
Discuss the architecture of Clustering,10,Hard,ML,Clustering
List the applications of KNN,2,Easy,ML,KNN
Explain challenges in KNN,10,Hard,ML,KNN
Name the advantages of Cross Validation,2,Easy,ML,Cross Validation
Compare different approaches in Cross Validation,10,Hard,ML,Cross Validation
State the features of Underfitting,2,Easy,ML,Underfitting
Explain Underfitting in detail,10,Hard,ML,Underfitting
State the features of Supervised Learning,2,Easy,ML,Supervised Learning
Justify the need for Supervised Learning,10,Hard,ML,Supervised Learning
Define Neural Networks,2,Easy,ML,Neural Networks
Compare different approaches in Neural Networks,10,Hard,ML,Neural Networks
Name the advantages of Regression,2,Easy,ML,Regression
Describe the working of Regression,10,Hard,ML,Regression
Name the advantages of Classification,2,Easy,ML,Classification
Analyze the importance of Classification,10,Hard,ML,Classification
State the features of SVM,2,Easy,ML,SVM
Justify the need for SVM,10,Hard,ML,SVM
Name the advantages of Machine Learning,2,Easy,ML,Machine Learning
Compare different approaches in Machine Learning,10,Hard,ML,Machine Learning
Define Unsupervised Learning,2,Easy,ML,Unsupervised Learning
Describe the working of Unsupervised Learning,10,Hard,ML,Unsupervised Learning
Name the advantages of Feature Selection,2,Easy,ML,Feature Selection
Explain challenges in Feature Selection,10,Hard,ML,Feature Selection
Define Naive Bayes,2,Easy,ML,Naive Bayes
Explain Naive Bayes in detail,10,Hard,ML,Naive Bayes
Name the advantages of Model Evaluation,2,Easy,ML,Model Evaluation
Compare different approaches in Model Evaluation,10,Hard,ML,Model Evaluation
What is Underfitting,2,Easy,ML,Underfitting
Justify the need for Underfitting,10,Hard,ML,Underfitting
Define Deep Learning,2,Easy,ML,Deep Learning
Discuss the architecture of Deep Learning,10,Hard,ML,Deep Learning
List the applications of Feature Selection,2,Easy,ML,Feature Selection
Evaluate the performance of Feature Selection,10,Hard,ML,Feature Selection
Define Clustering,2,Easy,ML,Clustering
Explain Clustering in detail,10,Hard,ML,Clustering
Define KNN,2,Easy,ML,KNN
Analyze real-world applications of KNN,10,Hard,ML,KNN
Name the advantages of Classification,2,Easy,ML,Classification
Discuss advantages and limitations of Classification,10,Hard,ML,Classification
Define Cross Validation,2,Easy,ML,Cross Validation
Discuss the architecture of Cross Validation,10,Hard,ML,Cross Validation
Define Decision Trees,2,Easy,ML,Decision Trees
Describe the working of Decision Trees,10,Hard,ML,Decision Trees
Define Random Forest,2,Easy,ML,Random Forest
Discuss the architecture of Random Forest,10,Hard,ML,Random Forest
Define Random Forest,2,Easy,ML,Random Forest
Compare different approaches in Random Forest,10,Hard,ML,Random Forest
What is Neural Networks,2,Easy,ML,Neural Networks
Evaluate the performance of Neural Networks,10,Hard,ML,Neural Networks
State the features of Feature Selection,2,Easy,ML,Feature Selection
Justify the need for Feature Selection,10,Hard,ML,Feature Selection
What is SVM,2,Easy,ML,SVM
Discuss the architecture of SVM,10,Hard,ML,SVM
State the features of KNN,2,Easy,ML,KNN
Discuss advantages and limitations of KNN,10,Hard,ML,KNN
List the applications of Neural Networks,2,Easy,ML,Neural Networks
Analyze the importance of Neural Networks,10,Hard,ML,Neural Networks
What is KNN,2,Easy,ML,KNN
Explain KNN in detail,10,Hard,ML,KNN
Name the advantages of Supervised Learning,2,Easy,ML,Supervised Learning
Evaluate the performance of Supervised Learning,10,Hard,ML,Supervised Learning
State the features of Feature Selection,2,Easy,ML,Feature Selection
Compare different approaches in Feature Selection,10,Hard,ML,Feature Selection
Name the advantages of Model Evaluation,2,Easy,ML,Model Evaluation
Analyze real-world applications of Model Evaluation,10,Hard,ML,Model Evaluation
State the features of Naive Bayes,2,Easy,ML,Naive Bayes
Compare different approaches in Naive Bayes,10,Hard,ML,Naive Bayes
Define Deep Learning,2,Easy,ML,Deep Learning
Explain Deep Learning in detail,10,Hard,ML,Deep Learning
State the features of Model Evaluation,2,Easy,ML,Model Evaluation
Explain challenges in Model Evaluation,10,Hard,ML,Model Evaluation
List the applications of Reinforcement Learning,2,Easy,ML,Reinforcement Learning
Compare different approaches in Reinforcement Learning,10,Hard,ML,Reinforcement Learning
Define Underfitting,2,Easy,ML,Underfitting
Explain challenges in Underfitting,10,Hard,ML,Underfitting
What is Random Forest,2,Easy,ML,Random Forest
Compare different approaches in Random Forest,10,Hard,ML,Random Forest
List the applications of Classification,2,Easy,ML,Classification
Compare different approaches in Classification,10,Hard,ML,Classification
Name the advantages of Classification,2,Easy,ML,Classification
Discuss the architecture of Classification,10,Hard,ML,Classification
List the applications of Unsupervised Learning,2,Easy,ML,Unsupervised Learning
Justify the need for Unsupervised Learning,10,Hard,ML,Unsupervised Learning
State the features of Regression,2,Easy,ML,Regression
Analyze the importance of Regression,10,Hard,ML,Regression
Define KNN,2,Easy,ML,KNN
Explain KNN in detail,10,Hard,ML,KNN
List the applications of Ensemble Learning,2,Easy,ML,Ensemble Learning
Analyze the importance of Ensemble Learning,10,Hard,ML,Ensemble Learning
What is Neural Networks,2,Easy,ML,Neural Networks
Explain Neural Networks in detail,10,Hard,ML,Neural Networks
Name the advantages of SVM,2,Easy,ML,SVM
Describe the working of SVM,10,Hard,ML,SVM
Name the advantages of Neural Networks,2,Easy,ML,Neural Networks
Evaluate the performance of Neural Networks,10,Hard,ML,Neural Networks
Name the advantages of Machine Learning,2,Easy,ML,Machine Learning
Describe the working of Machine Learning,10,Hard,ML,Machine Learning
Name the advantages of Cross Validation,2,Easy,ML,Cross Validation
Explain challenges in Cross Validation,10,Hard,ML,Cross Validation
What is Decision Trees,2,Easy,ML,Decision Trees
Discuss the architecture of Decision Trees,10,Hard,ML,Decision Trees
List the applications of Model Evaluation,2,Easy,ML,Model Evaluation
Analyze the importance of Model Evaluation,10,Hard,ML,Model Evaluation
Name the advantages of Regression,2,Easy,ML,Regression
Justify the need for Regression,10,Hard,ML,Regression
List the applications of Random Forest,2,Easy,ML,Random Forest
Justify the need for Random Forest,10,Hard,ML,Random Forest
What is Classification,2,Easy,ML,Classification
Analyze the importance of Classification,10,Hard,ML,Classification
Define Neural Networks,2,Easy,ML,Neural Networks
Compare different approaches in Neural Networks,10,Hard,ML,Neural Networks
What is KNN,2,Easy,ML,KNN
Describe the working of KNN,10,Hard,ML,KNN
State the features of Classification,2,Easy,ML,Classification
Explain Classification in detail,10,Hard,ML,Classification
Name the advantages of Reinforcement Learning,2,Easy,ML,Reinforcement Learning
Justify the need for Reinforcement Learning,10,Hard,ML,Reinforcement Learning
Name the advantages of Underfitting,2,Easy,ML,Underfitting
Discuss the architecture of Underfitting,10,Hard,ML,Underfitting
State the features of Unsupervised Learning,2,Easy,ML,Unsupervised Learning
Explain challenges in Unsupervised Learning,10,Hard,ML,Unsupervised Learning
What is Reinforcement Learning,2,Easy,ML,Reinforcement Learning
Explain Reinforcement Learning in detail,10,Hard,ML,Reinforcement Learning
State the features of Overfitting,2,Easy,ML,Overfitting
Analyze the importance of Overfitting,10,Hard,ML,Overfitting
List the applications of Feature Selection,2,Easy,ML,Feature Selection
Describe the working of Feature Selection,10,Hard,ML,Feature Selection
Define Deep Learning,2,Easy,ML,Deep Learning
Explain challenges in Deep Learning,10,Hard,ML,Deep Learning
State the features of Decision Trees,2,Easy,ML,Decision Trees
Explain Decision Trees in detail,10,Hard,ML,Decision Trees
What is Regression,2,Easy,ML,Regression
Analyze the importance of Regression,10,Hard,ML,Regression
State the features of Regression,2,Easy,ML,Regression
Compare different approaches in Regression,10,Hard,ML,Regression
State the features of Neural Networks,2,Easy,ML,Neural Networks
Explain challenges in Neural Networks,10,Hard,ML,Neural Networks
Define Underfitting,2,Easy,ML,Underfitting
Analyze real-world applications of Underfitting,10,Hard,ML,Underfitting
What is Naive Bayes,2,Easy,ML,Naive Bayes
Discuss advantages and limitations of Naive Bayes,10,Hard,ML,Naive Bayes
Define Neural Networks,2,Easy,ML,Neural Networks
Analyze the importance of Neural Networks,10,Hard,ML,Neural Networks
Define Underfitting,2,Easy,ML,Underfitting
Evaluate the performance of Underfitting,10,Hard,ML,Underfitting
List the applications of Overfitting,2,Easy,ML,Overfitting
Justify the need for Overfitting,10,Hard,ML,Overfitting
Name the advantages of Supervised Learning,2,Easy,ML,Supervised Learning
Analyze real-world applications of Supervised Learning,10,Hard,ML,Supervised Learning
Name the advantages of Unsupervised Learning,2,Easy,ML,Unsupervised Learning
Analyze real-world applications of Unsupervised Learning,10,Hard,ML,Unsupervised Learning
List the applications of Neural Networks,2,Easy,ML,Neural Networks
Describe the working of Neural Networks,10,Hard,ML,Neural Networks
State the features of Overfitting,2,Easy,ML,Overfitting
Describe the working of Overfitting,10,Hard,ML,Overfitting
Define Machine Learning,2,Easy,ML,Machine Learning
Analyze real-world applications of Machine Learning,10,Hard,ML,Machine Learning
Define Classification,2,Easy,ML,Classification
Evaluate the performance of Classification,10,Hard,ML,Classification
What is Neural Networks,2,Easy,ML,Neural Networks
Discuss advantages and limitations of Neural Networks,10,Hard,ML,Neural Networks
What is Naive Bayes,2,Easy,ML,Naive Bayes
Describe the working of Naive Bayes,10,Hard,ML,Naive Bayes
List the applications of Neural Networks,2,Easy,ML,Neural Networks
Compare different approaches in Neural Networks,10,Hard,ML,Neural Networks
What is Underfitting,2,Easy,ML,Underfitting
Explain challenges in Underfitting,10,Hard,ML,Underfitting
Name the advantages of Deep Learning,2,Easy,ML,Deep Learning
Explain challenges in Deep Learning,10,Hard,ML,Deep Learning
Define Decision Trees,2,Easy,ML,Decision Trees
Explain challenges in Decision Trees,10,Hard,ML,Decision Trees
What is Underfitting,2,Easy,ML,Underfitting
Compare different approaches in Underfitting,10,Hard,ML,Underfitting
List the applications of Decision Trees,2,Easy,ML,Decision Trees
Evaluate the performance of Decision Trees,10,Hard,ML,Decision Trees
What is Deep Learning,2,Easy,ML,Deep Learning
Explain Deep Learning in detail,10,Hard,ML,Deep Learning
State the features of Machine Learning,2,Easy,ML,Machine Learning
Compare different approaches in Machine Learning,10,Hard,ML,Machine Learning
What is Regression,2,Easy,ML,Regression
Justify the need for Regression,10,Hard,ML,Regression
List the applications of Reinforcement Learning,2,Easy,ML,Reinforcement Learning
Describe the working of Reinforcement Learning,10,Hard,ML,Reinforcement Learning
Define Overfitting,2,Easy,ML,Overfitting
Explain challenges in Overfitting,10,Hard,ML,Overfitting
State the features of Ensemble Learning,2,Easy,ML,Ensemble Learning
Justify the need for Ensemble Learning,10,Hard,ML,Ensemble Learning
State the features of Machine Learning,2,Easy,ML,Machine Learning
Discuss advantages and limitations of Machine Learning,10,Hard,ML,Machine Learning
List the applications of Overfitting,2,Easy,ML,Overfitting
